Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
42,No,Travel_Frequently,Research & Development,2,4,Medical,1,3124,Female,1,Research Scientist,Married,29770,4,15,8,3,8,3,2,2,0,2,3,2,3,3,7.799356725,2-5 years,10-15 % Salary Hike,Less than Year
36,No,Non-Travel,Research & Development,3,4,Medical,1,3125,Male,1,Research Scientist,Single,40250,1,11,8,0,10,3,10,9,7,3,3,2,4,2,7.201123896,5-10 years,10-15 % Salary Hike,5-10 years
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,3126,Female,2,Laboratory Technician,Single,37850,5,13,8,2,4,2,2,1,2,3,3,3,3,3,6.430002384,2-5 years,10-15 % Salary Hike,2-5 years
48,No,Travel_Rarely,Research & Development,6,3,Medical,1,3127,Male,1,Laboratory Technician,Married,108540,2,14,8,1,14,6,9,6,7,3,3,2,4,3,6.771397093,5-10 years,10-15 % Salary Hike,5-10 years
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,3128,Female,1,Sales Executive,Single,120310,3,11,8,0,37,5,10,7,7,3,3,1,2,3,7.418745754,5-10 years,10-15 % Salary Hike,5-10 years
41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,3129,Female,2,Research Scientist,Single,99360,7,17,8,1,16,2,14,1,10,2,3,4,4,3,6.181212227,10+ years,15-20 % Salary Hike,5-10 years
35,No,Travel_Rarely,Research & Development,22,3,Medical,1,3130,Female,1,Sales Representative,Married,29660,9,18,8,0,15,2,11,6,9,2,3,2,3,3,6.007819619,10+ years,15-20 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3131,Female,2,Laboratory Technician,Single,25710,7,14,8,0,22,1,20,5,13,3,3,2,3,3,7.329167859,10+ years,10-15 % Salary Hike,10+ years
39,No,Travel_Frequently,Research & Development,12,1,Medical,1,3132,Male,1,Research Scientist,Married,99910,1,16,8,1,8,3,8,0,7,3,3,3,3,3,7.065051139,5-10 years,15-20 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3133,Male,3,Research Director,Single,61420,4,13,8,2,10,2,6,0,5,2,3,2,4,4,8.685710884,5-10 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,5,3,Medical,1,3134,Male,3,Sales Executive,Married,53900,1,14,8,0,10,3,10,5,8,3,3,4,1,2,10.79666065,5-10 years,10-15 % Salary Hike,5-10 years
45,No,Travel_Rarely,Research & Development,2,1,Medical,1,3135,Female,4,Sales Executive,Married,44040,0,23,8,0,9,2,8,3,7,3,4,4,2,4,7.365032468,5-10 years,20-25 % Salary Hike,5-10 years
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3136,Female,2,Laboratory Technician,Divorced,59930,0,12,8,0,8,3,7,1,0,3,3,2,3,2,9.178884201,5-10 years,10-15 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,3137,Male,1,Research Scientist,Divorced,51300,4,11,8,0,8,3,3,1,2,2,3,4,4,4,7.425431698,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Research & Development,16,3,Medical,1,3138,Female,1,Laboratory Technician,Divorced,20900,4,16,8,0,10,2,6,0,5,3,3,1,3,3,7.413226589,5-10 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3139,Female,1,Sales Executive,Divorced,29090,9,14,8,2,10,2,5,0,1,3,3,3,4,2,6.695462195,2-5 years,10-15 % Salary Hike,0-1 years
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3140,Male,1,Sales Executive,Single,34680,1,18,8,2,0,4,0,0,0,4,3,2,2,3,9.204595745,Less than year,15-20 % Salary Hike,Less than Year
40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,3141,Female,2,Laboratory Technician,Divorced,30680,3,19,8,0,20,3,1,0,1,2,3,3,1,3,6.857323343,0-1 years,15-20 % Salary Hike,0-1 years
41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,3142,Male,2,Manufacturing Director,Single,26700,2,15,8,2,10,2,8,0,7,2,3,1,3,3,9.293875546,5-10 years,10-15 % Salary Hike,5-10 years
26,No,Travel_Rarely,Research & Development,9,4,Medical,1,3143,Male,3,Healthcare Representative,Divorced,26930,5,17,8,3,8,3,0,0,0,2,3,1,3,3,5.988631121,Less than year,15-20 % Salary Hike,Less than Year
35,No,Travel_Rarely,Research & Development,16,4,Medical,1,3144,Male,2,Human Resources,Single,95260,1,15,8,0,5,2,5,0,3,2,3,1,3,3,6.293220524,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,26,3,Medical,1,3145,Male,1,Laboratory Technician,Single,52370,1,19,8,1,10,3,10,5,7,2,3,4,4,3,6.387674472,5-10 years,15-20 % Salary Hike,5-10 years
26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,3146,Female,2,Manufacturing Director,Single,24260,1,22,8,0,1,3,1,0,0,1,4,3,4,1,8.699645594,0-1 years,20-25 % Salary Hike,Less than Year
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,3147,Male,1,Sales Executive,Single,41930,4,16,8,1,12,5,6,1,2,3,3,2,4,4,7.397629392,5-10 years,15-20 % Salary Hike,2-5 years
46,No,Travel_Frequently,Research & Development,4,1,Medical,1,3148,Male,5,Human Resources,Married,29110,5,13,8,0,28,3,2,1,2,3,3,1,3,2,6.240668813,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3149,Male,1,Research Director,Married,26610,7,14,8,1,22,2,18,11,8,3,3,2,1,3,7.72220068,10+ years,10-15 % Salary Hike,5-10 years
37,No,Non-Travel,Research & Development,7,2,Medical,1,3150,Male,1,Sales Executive,Divorced,20280,1,16,8,1,9,3,9,7,7,3,3,1,2,3,7.506805556,5-10 years,15-20 % Salary Hike,5-10 years
52,No,Travel_Rarely,Sales,2,1,Medical,1,3151,Male,1,Laboratory Technician,Divorced,99800,3,11,8,1,18,2,10,6,9,3,3,4,1,3,9.078030942,5-10 years,10-15 % Salary Hike,5-10 years
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,3152,Female,2,Research Director,Married,32980,8,22,8,0,6,4,4,1,2,2,4,4,3,3,5.980728009,2-5 years,20-25 % Salary Hike,2-5 years
24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,3153,Female,1,Healthcare Representative,Married,29350,0,14,8,2,3,5,2,2,1,2,3,4,4,3,5.993148148,2-5 years,10-15 % Salary Hike,0-1 years
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3154,Female,1,Research Scientist,Married,154270,3,16,8,1,18,2,1,0,0,3,3,3,3,3,6.010115641,0-1 years,15-20 % Salary Hike,Less than Year
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3155,Female,5,Research Scientist,Married,39440,6,11,8,2,8,3,6,4,3,3,3,2,2,2,6.884231213,5-10 years,10-15 % Salary Hike,2-5 years
49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,3156,Male,1,Sales Executive,Divorced,40110,1,18,8,2,31,2,31,0,9,1,3,4,3,3,10.81094467,Less than year,15-20 % Salary Hike,5-10 years
24,No,Travel_Rarely,Sales,1,3,Marketing,1,3157,Female,1,Sales Executive,Married,34070,1,15,8,2,6,2,6,1,4,2,3,2,4,3,9.029714187,5-10 years,10-15 % Salary Hike,2-5 years
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,3158,Female,4,Sales Executive,Married,119940,1,14,8,1,6,6,5,1,4,3,3,1,2,4,7.409636574,2-5 years,10-15 % Salary Hike,2-5 years
24,No,Travel_Rarely,Sales,7,3,Medical,1,3159,Female,1,Laboratory Technician,Married,12320,1,12,8,0,1,4,1,0,0,1,3,4,2,3,6.796458333,0-1 years,10-15 % Salary Hike,Less than Year
50,No,Travel_Frequently,Sales,2,2,Marketing,1,3160,Male,1,Sales Executive,Married,29600,1,14,8,3,32,2,32,10,7,3,3,1,2,3,6.808734177,Less than year,10-15 % Salary Hike,5-10 years
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3161,Male,1,Research Scientist,Married,190940,1,16,8,0,7,3,7,0,6,2,3,2,3,3,7.404134199,5-10 years,15-20 % Salary Hike,5-10 years
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,3162,Male,2,Research Scientist,Married,39190,1,21,8,0,6,3,6,1,2,3,4,1,3,3,10.7916233,5-10 years,20-25 % Salary Hike,2-5 years
30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,3163,Male,2,Healthcare Representative,Married,68250,1,14,8,0,1,2,1,0,0,3,3,2,1,4,6.911392332,0-1 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,3164,Male,4,Research Director,Married,102480,1,12,8,1,6,4,6,1,3,3,3,2,4,3,8.937468124,5-10 years,10-15 % Salary Hike,2-5 years
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,3165,Female,1,Sales Representative,Divorced,189470,2,12,8,2,9,2,3,1,2,2,3,2,1,1,6.717291962,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3166,Female,5,Sales Executive,Single,24960,4,17,8,3,9,3,3,0,2,3,3,1,4,3,7.893947056,2-5 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Sales,1,3,Marketing,1,3167,Female,2,Sales Executive,Divorced,64650,4,17,8,0,13,3,7,5,7,3,3,1,4,4,6.314440928,5-10 years,15-20 % Salary Hike,5-10 years
27,No,Travel_Rarely,Sales,22,4,Medical,1,3168,Male,1,Sales Representative,Divorced,22060,0,14,8,1,6,4,5,0,3,3,3,1,3,2,7.891020833,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Sales,9,4,Marketing,1,3169,Female,2,Laboratory Technician,Married,20860,4,14,8,0,17,3,3,1,0,3,3,4,3,2,8.928014572,2-5 years,10-15 % Salary Hike,Less than Year
20,No,Travel_Rarely,Research & Development,17,4,Medical,1,3170,Female,1,Sales Representative,Single,22930,1,13,8,2,1,3,1,0,0,1,3,4,2,4,7.145572989,0-1 years,10-15 % Salary Hike,Less than Year
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3171,Female,2,Manufacturing Director,Married,26450,1,15,8,0,10,5,10,2,2,3,3,3,4,3,7.480773635,5-10 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,3172,Female,2,Sales Executive,Divorced,26830,4,11,8,0,21,3,1,0,0,3,3,2,4,2,8.685696203,0-1 years,10-15 % Salary Hike,Less than Year
38,No,Travel_Rarely,Human Resources,2,4,Medical,1,3173,Male,1,Human Resources,Single,20140,3,17,8,1,8,5,0,0,0,4,3,3,1,2,6.786083563,Less than year,15-20 % Salary Hike,Less than Year
43,No,Travel_Frequently,Sales,4,3,Medical,1,3174,Female,2,Healthcare Representative,Divorced,34190,3,11,8,1,10,5,8,4,7,3,3,4,3,3,9.060249767,5-10 years,10-15 % Salary Hike,5-10 years
48,No,Travel_Rarely,Research & Development,8,1,Medical,1,3175,Male,2,Laboratory Technician,Married,53760,7,13,8,1,21,3,3,0,2,4,3,4,1,1,7.013436474,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Sales,29,4,Marketing,1,3176,Male,2,Sales Executive,Single,19510,4,22,8,3,10,4,2,0,2,4,4,1,3,4,6.716417704,2-5 years,20-25 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,3177,Female,1,Laboratory Technician,Divorced,23410,1,20,8,2,8,3,8,0,6,2,4,3,3,3,8.410260271,5-10 years,15-20 % Salary Hike,5-10 years
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,3178,Male,2,Research Scientist,Divorced,22930,0,18,8,0,5,0,4,0,2,3,3,3,1,3,6.512541063,2-5 years,15-20 % Salary Hike,2-5 years
21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,3179,Male,3,Sales Executive,Single,87260,1,11,8,1,3,2,3,1,2,1,3,3,3,3,7.165077546,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3180,Male,1,Laboratory Technician,Married,40110,4,14,8,1,26,2,2,0,1,3,3,4,4,4,8.711613866,2-5 years,10-15 % Salary Hike,0-1 years
22,No,Travel_Rarely,Research & Development,2,2,Medical,1,3181,Female,2,Laboratory Technician,Married,195450,0,14,8,0,3,3,2,2,2,2,3,1,3,3,5.994663998,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Sales,13,4,Marketing,1,3182,Female,2,Manufacturing Director,Divorced,45680,0,18,8,1,6,2,5,1,2,3,3,3,3,3,7.303262436,2-5 years,15-20 % Salary Hike,2-5 years
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3183,Female,1,Healthcare Representative,Married,30220,1,16,8,1,6,3,6,0,5,3,3,1,4,2,9.408271605,5-10 years,15-20 % Salary Hike,2-5 years
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,3184,Male,3,Manager,Divorced,57720,1,17,8,0,1,3,1,0,0,3,3,3,3,3,7.319099859,0-1 years,15-20 % Salary Hike,Less than Year
53,No,Travel_Rarely,Research & Development,24,3,Other,1,3185,Female,3,Manager,Single,22690,7,11,8,1,18,2,14,8,10,2,3,4,1,4,7.110381084,10+ years,10-15 % Salary Hike,5-10 years
34,No,Travel_Rarely,Research & Development,1,5,Medical,1,3186,Male,1,Research Scientist,Married,53810,1,12,8,0,10,0,10,8,8,3,3,2,4,2,7.383673725,5-10 years,10-15 % Salary Hike,5-10 years
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,3187,Male,3,Research Director,Married,34410,2,13,8,1,5,5,1,0,0,3,3,1,1,3,7.603039855,0-1 years,10-15 % Salary Hike,Less than Year
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3188,Male,1,Manufacturing Director,Married,54540,1,13,8,1,3,5,3,0,2,4,3,3,4,3,9.990916306,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,4,3,Medical,1,3189,Male,1,Manager,Married,98840,1,14,8,0,10,3,10,7,8,2,3,3,3,3,6.228323796,5-10 years,10-15 % Salary Hike,5-10 years
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3190,Female,1,Healthcare Representative,Married,41570,1,17,8,3,6,2,6,1,2,3,3,2,3,2,6.803848548,5-10 years,15-20 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,10,5,Medical,1,3191,Female,4,Laboratory Technician,Single,134580,1,11,8,0,17,3,17,11,8,3,3,2,4,3,6.678400095,10+ years,10-15 % Salary Hike,5-10 years
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,3192,Male,2,Laboratory Technician,Divorced,90690,3,25,8,1,15,3,13,4,7,3,4,3,4,1,7.48084557,10+ years,20-25 % Salary Hike,5-10 years
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3193,Female,2,Sales Executive,Married,40140,2,19,8,1,16,4,9,7,1,2,3,3,2,4,6.402996377,5-10 years,15-20 % Salary Hike,0-1 years
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3194,Male,2,Research Scientist,Divorced,59150,2,13,8,1,13,3,3,0,2,2,3,2,2,3,10.69591702,2-5 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Rarely,Sales,9,3,Marketing,1,3195,Male,5,Research Director,Single,59930,0,14,8,1,5,3,4,1,1,1,3,1,4,3,6.983818016,2-5 years,10-15 % Salary Hike,0-1 years
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3196,Male,5,Sales Representative,Single,61620,1,12,8,3,1,2,1,1,1,2,3,4,3,3,8.586739526,0-1 years,10-15 % Salary Hike,0-1 years
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1,3197,Female,1,Laboratory Technician,Single,24060,1,11,8,0,10,3,10,9,7,3,3,1,1,3,10.3745178,5-10 years,10-15 % Salary Hike,5-10 years
35,No,Non-Travel,Research & Development,2,1,Medical,1,3198,Male,1,Research Scientist,Married,187400,1,19,8,1,1,2,1,0,0,4,3,3,3,3,6.723173217,0-1 years,15-20 % Salary Hike,Less than Year
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3199,Male,1,Healthcare Representative,Married,76370,2,11,8,1,5,3,3,0,2,3,3,1,1,4,7.078298156,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,11,3,Medical,1,3200,Male,2,Manufacturing Director,Married,100960,0,11,8,1,4,3,3,1,2,3,3,4,2,3,7.679447976,2-5 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3201,Male,5,Research Scientist,Single,147560,0,20,8,1,8,3,7,0,5,2,4,4,4,3,6.811202107,5-10 years,15-20 % Salary Hike,2-5 years
29,No,Travel_Frequently,Sales,2,4,Life Sciences,1,3202,Male,4,Healthcare Representative,Divorced,64990,1,18,8,3,10,3,10,2,8,2,3,2,4,3,7.774786325,5-10 years,15-20 % Salary Hike,5-10 years
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,3203,Male,1,Sales Executive,Married,97240,3,13,8,0,12,2,2,2,2,4,3,2,2,3,7.108345463,2-5 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Frequently,Sales,4,3,Technical Degree,1,3204,Male,5,Laboratory Technician,Divorced,21940,1,12,8,0,6,5,6,0,4,3,3,4,4,3,8.891393597,5-10 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3205,Male,3,Manager,Single,33880,3,11,8,0,4,2,1,0,0,4,3,4,4,3,7.560947712,0-1 years,10-15 % Salary Hike,Less than Year
50,No,Travel_Rarely,Sales,5,3,Medical,1,3206,Male,1,Laboratory Technician,Married,54730,1,19,8,1,20,2,20,3,8,4,3,4,3,3,9.110238936,10+ years,15-20 % Salary Hike,5-10 years
34,No,Travel_Rarely,Research & Development,18,1,Medical,1,3207,Male,1,Healthcare Representative,Single,27030,1,21,8,1,9,2,8,7,7,3,4,4,2,4,6.781759662,5-10 years,20-25 % Salary Hike,5-10 years
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,3208,Female,1,Healthcare Representative,Single,25010,9,12,8,0,4,3,2,2,0,1,3,1,3,3,7.514184942,2-5 years,10-15 % Salary Hike,Less than Year
39,No,Travel_Rarely,Research & Development,12,5,Medical,1,3209,Female,1,Sales Representative,Single,62200,1,14,8,2,20,2,20,11,10,3,3,4,3,3,6.6742827,10+ years,10-15 % Salary Hike,5-10 years
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3210,Male,5,Research Scientist,Single,30380,1,11,8,0,10,5,10,0,8,1,3,4,4,2,7.880511255,5-10 years,10-15 % Salary Hike,5-10 years
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1,3211,Male,4,Sales Representative,Married,44240,3,14,8,1,18,2,4,1,3,2,3,2,3,3,8.186869748,2-5 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3212,Male,1,Sales Executive,Single,43120,0,12,8,1,10,2,9,1,8,2,3,2,4,2,7.195928363,5-10 years,10-15 % Salary Hike,5-10 years
27,No,Travel_Rarely,Research & Development,10,3,Medical,1,3213,Male,5,Research Scientist,Married,132450,1,23,8,1,9,3,9,0,7,2,4,3,1,3,6.492173132,5-10 years,20-25 % Salary Hike,5-10 years
32,No,Travel_Rarely,Sales,1,3,Medical,1,3214,Male,2,Sales Executive,Single,136640,3,14,8,0,10,6,7,7,7,3,3,3,4,3,7.8729654,5-10 years,10-15 % Salary Hike,5-10 years
47,No,Travel_Rarely,Research & Development,2,3,Medical,1,3215,Female,5,Sales Executive,Single,50210,2,17,8,0,20,3,7,1,7,3,3,4,1,3,6.696672359,5-10 years,15-20 % Salary Hike,5-10 years
40,No,Travel_Frequently,Research & Development,3,4,Medical,1,3216,Female,3,Human Resources,Married,51260,5,18,8,0,20,2,18,1,12,3,3,4,1,3,8.612737769,10+ years,15-20 % Salary Hike,10+ years
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,3217,Male,2,Laboratory Technician,Married,28590,3,18,8,1,32,2,5,1,3,3,3,3,3,3,6.809521605,2-5 years,15-20 % Salary Hike,2-5 years
41,No,Travel_Rarely,Sales,6,3,Medical,1,3218,Male,1,Sales Executive,Divorced,102390,3,24,8,3,23,3,21,12,6,3,4,2,4,2,7.724133987,Less than year,20-25 % Salary Hike,5-10 years
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3219,Female,5,Laboratory Technician,Single,53290,8,20,8,0,10,3,2,2,2,4,4,1,1,3,6.591772487,2-5 years,15-20 % Salary Hike,2-5 years
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3220,Male,2,Manufacturing Director,Divorced,43250,1,14,8,0,9,2,9,1,7,2,3,4,1,2,7.398501462,5-10 years,10-15 % Salary Hike,5-10 years
41,No,Travel_Rarely,Research & Development,3,3,Medical,1,3221,Male,1,Manufacturing Director,Married,72600,1,16,8,0,22,2,22,2,10,3,3,4,3,3,6.219918785,Less than year,15-20 % Salary Hike,5-10 years
50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,3222,Male,2,Research Scientist,Married,23220,7,25,8,1,4,0,2,2,2,4,4,4,2,3,7.39945279,2-5 years,20-25 % Salary Hike,2-5 years
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,3223,Male,3,Research Scientist,Single,20750,7,18,8,3,10,0,7,3,7,2,3,1,2,3,8.102418503,5-10 years,15-20 % Salary Hike,5-10 years
36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,3224,Female,2,Research Scientist,Married,41520,9,19,8,1,10,3,8,0,5,3,3,1,1,3,6.010324463,5-10 years,15-20 % Salary Hike,2-5 years
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,3225,Female,3,Manager,Single,96190,4,13,8,1,10,2,1,0,0,3,3,3,3,4,9.79200463,0-1 years,10-15 % Salary Hike,Less than Year
44,No,Non-Travel,Research & Development,8,2,Life Sciences,1,3226,Male,1,Research Scientist,Single,135030,2,12,8,0,9,6,5,1,4,2,3,1,3,3,6.090522031,2-5 years,10-15 % Salary Hike,2-5 years
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,3227,Male,1,Research Scientist,Divorced,54410,9,22,8,1,28,6,22,11,13,2,4,4,3,2,8.281967213,Less than year,20-25 % Salary Hike,10+ years
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3228,Male,2,Sales Executive,Divorced,52090,7,14,8,1,10,3,8,7,7,3,3,3,4,2,7.524912764,5-10 years,10-15 % Salary Hike,5-10 years
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,3229,Female,1,Sales Executive,Single,106730,1,13,8,3,1,2,1,0,0,3,3,3,3,3,6.440665053,0-1 years,10-15 % Salary Hike,Less than Year
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,3230,Female,1,Sales Executive,Divorced,50100,6,21,8,3,7,3,2,2,2,3,4,3,3,3,9.945424976,2-5 years,20-25 % Salary Hike,2-5 years
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,3231,Male,1,Laboratory Technician,Married,135490,3,11,8,2,7,3,2,2,2,3,3,4,4,3,7.093515284,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,3232,Male,2,Healthcare Representative,Single,49990,3,12,8,2,10,2,5,4,3,4,3,2,3,3,6.403804348,2-5 years,10-15 % Salary Hike,2-5 years
23,No,Travel_Rarely,Sales,13,3,Marketing,1,3233,Male,5,Sales Executive,Married,42210,1,11,8,1,5,4,4,0,2,3,3,2,1,4,7.827048763,2-5 years,10-15 % Salary Hike,2-5 years
39,No,Travel_Rarely,Sales,2,4,Marketing,1,3234,Female,4,Healthcare Representative,Married,138720,9,12,8,3,12,3,8,3,6,2,3,3,2,1,6.308489811,5-10 years,10-15 % Salary Hike,5-10 years
56,No,Travel_Rarely,Research & Development,2,4,Medical,1,3235,Male,1,Manager,Married,20420,7,12,8,0,30,6,10,1,1,3,3,3,4,2,7.119548898,5-10 years,10-15 % Salary Hike,0-1 years
40,No,Travel_Rarely,Sales,9,3,Marketing,1,3236,Male,2,Research Scientist,Single,20730,0,14,8,0,5,3,4,2,3,3,3,4,4,2,8.804566758,2-5 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3237,Female,1,Laboratory Technician,Single,29560,8,13,8,0,9,6,7,0,7,3,3,4,1,1,7.493230676,5-10 years,10-15 % Salary Hike,5-10 years
29,No,Travel_Rarely,Sales,20,3,Marketing,1,3238,Female,2,Manager,Divorced,29260,1,15,8,1,2,3,2,2,2,2,3,4,2,3,7.09145113,2-5 years,10-15 % Salary Hike,2-5 years
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3239,Female,3,Laboratory Technician,Single,48090,2,18,8,0,19,2,2,2,2,3,3,4,4,3,6.282684793,2-5 years,15-20 % Salary Hike,2-5 years
35,No,Non-Travel,Research & Development,5,1,Medical,1,3240,Male,1,Healthcare Representative,Divorced,51630,2,18,8,2,16,4,1,0,0,3,3,4,1,4,7.12743266,0-1 years,15-20 % Salary Hike,Less than Year
32,No,Travel_Frequently,Sales,4,4,Life Sciences,1,3241,Male,2,Sales Executive,Married,188440,1,19,8,0,10,3,10,4,7,1,3,1,4,3,7.783390071,5-10 years,15-20 % Salary Hike,5-10 years
38,No,Travel_Rarely,Sales,10,3,Medical,1,3242,Male,4,Laboratory Technician,Married,181720,6,12,8,2,6,5,1,0,1,3,3,4,3,1,10.89886168,0-1 years,10-15 % Salary Hike,0-1 years
34,No,Travel_Rarely,Research & Development,20,3,Medical,1,3243,Female,3,Laboratory Technician,Divorced,57440,3,19,8,1,7,4,0,0,0,2,3,2,1,3,6.180956399,Less than year,15-20 % Salary Hike,Less than Year
52,No,Travel_Rarely,Sales,21,5,Technical Degree,1,3244,Male,3,Manager,Married,28890,1,11,8,1,34,2,34,1,16,3,3,3,1,4,5.995623219,Less than year,10-15 % Salary Hike,10+ years
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,3245,Male,3,Laboratory Technician,Single,28710,1,17,8,3,10,2,10,7,8,3,3,4,4,2,10.02339609,5-10 years,15-20 % Salary Hike,5-10 years
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3246,Male,2,Research Scientist,Single,74840,1,15,8,0,6,3,6,1,4,3,3,3,4,2,7.709783951,5-10 years,10-15 % Salary Hike,2-5 years
45,No,Travel_Rarely,Sales,2,3,Life Sciences,1,3247,Male,3,Healthcare Representative,Single,60740,0,14,8,0,9,2,8,3,1,3,3,2,3,3,5.988954741,5-10 years,10-15 % Salary Hike,0-1 years
